sequence_name	coding_score	classification
XM_006533918.3	0.99865	coding
XR_106225.5	0.05962	noncoding
XR_001782646.2	0.08079	noncoding
XR_374118.4	0.99709	coding
XR_376562.3	0.16460	noncoding
XR_387683.2	0.06838	noncoding
XR_880563.3	0.75047	coding
XM_017321389.2	0.44762	noncoding
XM_006540392.4	0.99843	coding
XR_378508.4	0.46134	noncoding
XR_003947579.1	0.02890	noncoding
NR_166902.1	0.31242	noncoding
NM_001081106.1	0.98785	coding
NM_011793.3	0.97718	coding
XR_389107.1	0.22365	noncoding
XR_873123.1	0.00945	noncoding
XR_001785401.1	0.05927	noncoding
NM_025471.3	0.98092	coding
XR_003948970.1	0.04560	noncoding
XR_003951658.1	0.09048	noncoding
XR_868005.3	0.01098	noncoding
XR_003955256.1	0.00953	noncoding
XR_003955849.1	0.00950	noncoding
XR_001778234.2	0.03746	noncoding
XR_001778712.2	0.03759	noncoding
XR_003953644.1	0.04746	noncoding
NR_027895.1	0.01758	noncoding
NR_040593.1	0.12068	noncoding
XR_378347.2	0.01747	noncoding
XR_381821.2	0.01246	noncoding
XR_877503.1	0.01384	noncoding
XR_001780158.2	0.15913	noncoding
XM_030248816.1	0.84341	coding
XR_877471.3	0.03818	noncoding
XR_001783943.2	0.01678	noncoding
XR_384067.1	0.06531	noncoding
NM_001356954.1	0.99256	coding
XM_011238890.3	0.87984	coding
XR_001779777.2	0.04233	noncoding
XR_385476.4	0.10153	noncoding
XR_003947522.1	0.00984	noncoding
NR_165620.1	0.04131	noncoding
NR_166509.1	0.03172	noncoding
NM_001127169.1	0.67860	coding
NR_027971.1	0.39111	noncoding
NR_045747.1	0.07388	noncoding
NM_010738.3	0.93980	coding
XR_871000.1	0.04644	noncoding
XR_001784890.1	0.03370	noncoding
NM_001302335.2	0.98104	coding
XR_388575.2	0.02500	noncoding
XR_876044.2	0.32359	noncoding
XR_003954493.1	0.01499	noncoding
XR_378851.2	0.45673	noncoding
NR_166741.1	0.03105	noncoding
NM_001159421.1	0.48785	noncoding
NR_027506.1	0.73995	coding
NR_037963.1	0.18130	noncoding
NR_040600.1	0.03539	noncoding
XR_374336.2	0.04306	noncoding
NM_011271.3	0.99605	coding
XM_030250018.1	0.66053	coding
XM_030252166.1	0.99898	coding
XR_389791.3	0.07781	noncoding
XR_003956406.1	0.01722	noncoding
NR_166640.1	0.16294	noncoding
NM_029586.2	0.91383	coding
NM_019761.6	0.99629	coding
NM_025387.3	0.95325	coding
XR_385197.1	0.04122	noncoding
XR_870949.1	0.34793	noncoding
NM_001347612.1	0.73113	coding
XM_011245190.3	0.93097	coding
XR_876084.2	0.03424	noncoding
XM_006524731.2	0.96715	coding
XR_867685.2	0.01048	noncoding
XM_030242452.1	0.98202	coding
XM_011250861.3	0.99777	coding
XR_003946699.1	0.01408	noncoding
XR_879282.2	0.19707	noncoding
XR_870835.2	0.04844	noncoding
NR_165276.1	0.06380	noncoding
NR_167658.1	0.01736	noncoding
NM_026456.4	0.97750	coding
NR_045974.1	0.01640	noncoding
XR_378090.2	0.00733	noncoding
XR_879464.1	0.01403	noncoding
XR_882627.1	0.01403	noncoding
XR_001785218.1	0.07672	noncoding
XR_001778272.1	0.02699	noncoding
NM_013645.4	0.99834	coding
NM_001362908.1	0.98113	coding
XR_865664.2	0.12648	noncoding
XR_871924.3	0.04489	noncoding
XR_381842.4	0.08316	noncoding
XM_030249009.1	0.98914	coding
XM_017317592.2	0.97305	coding
XR_876916.2	0.00724	noncoding
XR_866509.2	0.02527	noncoding
XR_870473.2	0.01703	noncoding
NR_167779.1	0.02464	noncoding
NM_175048.3	0.88354	coding
NR_045700.1	0.29411	noncoding
NR_121589.1	0.14492	noncoding
XR_380660.2	0.02455	noncoding
XR_380759.3	0.09494	noncoding
NM_010314.3	0.86875	coding
XR_873063.2	0.04185	noncoding
XR_386719.3	0.06973	noncoding
XR_388285.2	0.13550	noncoding
XR_003955132.1	0.30302	noncoding
XR_377277.3	0.12669	noncoding
XR_377575.4	0.06580	noncoding
XM_006510490.4	0.40994	noncoding
XR_379633.3	0.07063	noncoding
NR_167972.1	0.03104	noncoding
NM_001163243.1	0.99928	coding
NM_001271418.1	0.95560	coding
NM_001285414.1	0.68716	coding
XR_868111.1	0.02806	noncoding
XR_379268.2	0.03325	noncoding
NM_001327860.1	0.98971	coding
XR_875544.2	0.02691	noncoding
NR_153821.1	0.02423	noncoding
XM_011243995.3	0.99779	coding
XR_003952399.1	0.04211	noncoding
XR_877345.2	0.01444	noncoding
XR_867528.2	0.01204	noncoding
XR_867686.2	0.00935	noncoding
XM_006505294.4	0.72318	coding
NM_028375.3	0.99544	coding
NM_134007.4	0.99294	coding
NR_102310.1	0.01099	noncoding
XR_880307.1	0.05145	noncoding
XR_377667.4	0.15248	noncoding
XR_003946793.1	0.15483	noncoding
XR_882618.3	0.01963	noncoding
NM_008321.2	0.97861	coding
NM_008176.3	0.97104	coding
NR_040300.1	0.13427	noncoding
NR_045903.1	0.08266	noncoding
XR_874627.2	0.15164	noncoding
XR_866735.2	0.04875	noncoding
XR_375880.2	0.01162	noncoding
XM_011250082.3	0.98466	coding
XM_011241114.3	0.76735	coding
XR_391108.4	0.99541	coding
NR_166811.1	0.06308	noncoding
NR_027656.1	0.71110	coding
NR_077217.1	0.01501	noncoding
XR_382900.1	0.04080	noncoding
XR_377377.2	0.02255	noncoding
XR_873146.1	0.01564	noncoding
XR_876421.2	0.02222	noncoding
XR_382335.3	0.30663	noncoding
XR_001778713.2	0.07002	noncoding
NR_104337.1	0.11298	noncoding
XR_378853.1	0.09784	noncoding
XR_867053.1	0.32500	noncoding
XR_876752.1	0.02875	noncoding
XR_379436.3	0.99272	coding
NM_001329528.1	0.99671	coding
NM_001364488.1	0.95439	coding
XR_003947996.1	0.10547	noncoding
XR_003948995.1	0.32776	noncoding
XR_001782290.2	0.26558	noncoding
XR_879462.3	0.04127	noncoding
XR_001783932.2	0.02738	noncoding
XR_003955860.1	0.01282	noncoding
XM_030242717.1	0.09446	noncoding
NM_001379244.1	0.46674	noncoding
NR_033592.1	0.55360	coding
NR_045781.1	0.48171	noncoding
XR_869886.1	0.07793	noncoding
NR_015541.3	0.00592	noncoding
XR_001781748.2	0.71576	coding
XR_875568.2	0.32738	noncoding
XR_877270.2	0.03743	noncoding
XR_391268.3	0.15076	noncoding
XM_006530752.4	0.97006	coding
NM_023463.3	0.74629	coding
NR_045445.1	0.01965	noncoding
XR_373519.2	0.03083	noncoding
XM_006533962.2	0.15886	noncoding
XM_006513834.3	0.44157	noncoding
XR_001784786.1	0.05182	noncoding
XR_003950563.1	0.02851	noncoding
XR_003951205.1	0.02442	noncoding
XR_376132.3	0.46114	noncoding
XR_868837.3	0.05990	noncoding
XR_881959.2	0.04005	noncoding
XR_387489.2	0.02746	noncoding
XR_879893.1	0.08800	noncoding
NM_001309810.2	0.92810	coding
XR_876697.2	0.07153	noncoding
XR_866770.2	0.00883	noncoding
XR_001784056.1	0.42279	noncoding
XR_001778223.1	0.05164	noncoding
NR_157203.1	0.66333	coding
XR_373510.4	0.00856	noncoding
XR_865370.2	0.04654	noncoding
XM_006533976.4	0.98894	coding
XR_001781383.2	0.04293	noncoding
XR_386047.3	0.03559	noncoding
XR_389496.4	0.01297	noncoding
XR_868403.3	0.05327	noncoding
XR_377708.3	0.02467	noncoding
XR_377779.4	0.00757	noncoding
XR_003953370.1	0.43156	noncoding
NM_028824.1	0.97517	coding
NR_040436.1	0.48018	noncoding
NR_040619.1	0.01008	noncoding
XR_386659.2	0.21597	noncoding
XR_373838.3	0.78746	coding
XR_001785281.1	0.07418	noncoding
NR_151523.1	0.01967	noncoding
NR_155453.1	0.01903	noncoding
XR_001780161.2	0.13661	noncoding
XR_003951006.1	0.49691	noncoding
XR_877590.3	0.00988	noncoding
XM_030242767.1	0.98142	coding
NR_040667.1	0.01946	noncoding
NR_028487.2	0.18449	noncoding
XR_379230.2	0.00749	noncoding
XR_872478.1	0.01056	noncoding
XR_873433.1	0.07159	noncoding
XM_006495581.2	0.76269	coding
XM_006532524.3	0.99655	coding
XR_003949823.1	0.30854	noncoding
XR_876152.2	0.05028	noncoding
XR_003951895.1	0.11345	noncoding
XR_877489.3	0.00883	noncoding
XR_877962.2	0.01296	noncoding
XR_001784788.2	0.02437	noncoding
XR_869582.2	0.01176	noncoding
XM_006508243.4	0.95899	coding
XR_870343.2	0.03225	noncoding
XR_879191.3	0.11588	noncoding
XR_003953375.1	0.21567	noncoding
XR_003953611.1	0.38850	noncoding
NM_001271419.1	0.95769	coding
NR_108026.1	0.42503	noncoding
NR_130176.1	0.01737	noncoding
XM_006539087.2	0.91293	coding
XR_001784469.1	0.01255	noncoding
XR_869526.2	0.01901	noncoding
XR_380521.3	0.03596	noncoding
XR_879816.3	0.06726	noncoding
XR_003950178.1	0.06940	noncoding
XR_003950198.1	0.47790	noncoding
XM_017316118.2	0.13042	noncoding
XR_001781278.2	0.01741	noncoding
XR_880672.3	0.06799	noncoding
XR_379269.3	0.03162	noncoding
XR_003953572.1	0.03596	noncoding
NM_030101.1	0.99453	coding
NR_046067.1	0.07412	noncoding
NR_015535.2	0.02421	noncoding
NM_016901.3	0.06857	noncoding
XR_881552.1	0.00465	noncoding
XR_870933.1	0.01292	noncoding
XR_380662.2	0.02333	noncoding
XM_017319782.1	0.05361	noncoding
NR_151528.1	0.05385	noncoding
XM_006513802.4	0.78996	coding
XM_030247481.1	0.98200	coding
XM_030248133.1	0.96170	coding
XM_030248134.1	0.96170	coding
XR_876649.2	0.02057	noncoding
XR_879153.2	0.06672	noncoding
XR_378936.3	0.05349	noncoding
XM_017313705.2	0.67592	coding
NM_001379131.1	0.98383	coding
NM_133214.2	0.32692	noncoding
NR_040565.1	0.02573	noncoding
NR_046017.1	0.61274	coding
XR_373580.3	0.02120	noncoding
XR_001779901.1	0.36986	noncoding
XM_030245154.1	0.54267	coding
XR_003948904.1	0.02579	noncoding
XR_003952262.1	0.00714	noncoding
XM_006540565.4	0.63929	coding
XM_006508244.4	0.95413	coding
XR_003946828.1	0.03488	noncoding
XR_879202.2	0.03555	noncoding
XR_003948086.1	0.10411	noncoding
NM_023893.4	0.97785	coding
XR_873808.1	0.08200	noncoding
NM_013759.3	0.96401	coding
XR_001778991.2	0.06555	noncoding
XR_001782144.2	0.01787	noncoding
XR_003956379.1	0.00890	noncoding
XR_378807.2	0.01814	noncoding
NM_001378818.1	0.49825	noncoding
XR_866408.1	0.00766	noncoding
XR_872305.1	0.56537	coding
XR_384203.2	0.02711	noncoding
NR_131041.1	0.01568	noncoding
XR_001783221.1	0.02379	noncoding
XR_001784264.1	0.06666	noncoding
XR_001780099.2	0.09158	noncoding
XR_003951523.1	0.22152	noncoding
XR_878713.2	0.05854	noncoding
XR_388171.4	0.11643	noncoding
NR_166698.1	0.06175	noncoding
NR_028113.1	0.46631	noncoding
NR_040652.1	0.01446	noncoding
XR_390465.2	0.03931	noncoding
XR_373637.2	0.14390	noncoding
XR_003949840.1	0.01399	noncoding
XR_001782434.2	0.02138	noncoding
XR_386147.3	0.03504	noncoding
XR_877494.3	0.25550	noncoding
XR_003946691.1	0.04292	noncoding
XR_378582.3	0.25399	noncoding
XR_870734.3	0.30073	noncoding
XR_389252.4	0.06064	noncoding
NR_040676.1	0.04789	noncoding
NR_045698.1	0.26494	noncoding
NR_111890.1	0.74082	coding
XR_871306.1	0.03080	noncoding
XR_873252.1	0.02258	noncoding
XR_001780924.1	0.07753	noncoding
NM_001302336.2	0.98732	coding
NR_045086.2	0.05886	noncoding
XR_003951518.1	0.07767	noncoding
XR_877839.3	0.66951	coding
XR_003955857.1	0.04656	noncoding
NR_166095.1	0.86647	coding
NR_166161.1	0.02513	noncoding
NR_166207.1	0.05765	noncoding
NR_015464.1	0.02776	noncoding
NM_026306.3	0.99014	coding
NR_045055.1	0.22392	noncoding
NR_130167.1	0.02548	noncoding
XR_383599.3	0.03138	noncoding
XR_384829.3	0.05115	noncoding
XR_003952373.1	0.02079	noncoding
XR_001782426.2	0.18672	noncoding
XR_880878.3	0.65750	coding
XR_003956290.1	0.13267	noncoding
XR_003953650.1	0.02079	noncoding
NR_166877.1	0.02261	noncoding
XR_877525.1	0.01891	noncoding
XR_001780640.1	0.01914	noncoding
NM_019467.3	0.99001	coding
XR_003950298.1	0.00613	noncoding
XR_003954527.1	0.03989	noncoding
XR_869030.2	0.01493	noncoding
XM_011242791.2	0.97873	coding
NR_038141.1	0.32190	noncoding
XM_006528759.1	0.62181	coding
XR_867279.1	0.10531	noncoding
XR_868631.1	0.86019	coding
XR_382721.2	0.08278	noncoding
NR_154991.1	0.68421	coding
NM_026035.4	0.98638	coding
XR_373821.4	0.09128	noncoding
XR_380292.3	0.02627	noncoding
XR_382828.4	0.02774	noncoding
XR_874072.3	0.05171	noncoding
XR_881519.2	0.02823	noncoding
XR_880509.3	0.11619	noncoding
XM_030242726.1	0.53248	coding
XR_003946728.1	0.04358	noncoding
XR_003953537.1	0.08317	noncoding
NM_001037744.1	0.41275	noncoding
NM_001177480.1	0.00672	noncoding
XR_390170.1	0.02831	noncoding
NM_001291108.1	0.98960	coding
XR_866951.1	0.01413	noncoding
XM_017315262.1	0.34638	noncoding
XR_003953261.1	0.17869	noncoding
XR_003953875.1	0.01341	noncoding
XR_376471.4	0.01552	noncoding
XR_378889.4	0.03420	noncoding
NM_001010930.1	0.43852	noncoding
NM_181075.3	0.99587	coding
NR_045913.1	0.08100	noncoding
XR_377352.2	0.32603	noncoding
NR_136925.1	0.02133	noncoding
XR_001780528.1	0.06303	noncoding
NR_152221.1	0.05941	noncoding
XR_382281.3	0.01601	noncoding
XR_384322.2	0.05867	noncoding
XM_030251915.1	0.98756	coding
XR_003954470.1	0.40681	noncoding
XM_006531342.2	0.98342	coding
XM_006527699.4	0.98018	coding
XM_006539548.1	0.89786	coding
XM_011243980.1	0.96135	coding
XR_867343.1	0.00927	noncoding
XR_378849.2	0.02228	noncoding
XM_011251333.1	0.96135	coding
XR_873001.2	0.04302	noncoding
XR_873548.2	0.04712	noncoding
XR_001785037.1	0.62171	coding
XR_385562.3	0.02578	noncoding
XR_003953665.1	0.01645	noncoding
XR_003954526.1	0.01480	noncoding
XM_017320379.2	0.75230	coding
XR_390997.3	0.06337	noncoding
XR_003947481.1	0.15582	noncoding
XR_003953104.1	0.01588	noncoding
XR_385958.3	0.02578	noncoding
XR_385961.3	0.02578	noncoding
XR_880766.1	0.01562	noncoding
XR_375904.2	0.16444	noncoding
XR_881291.1	0.04963	noncoding
XR_382684.2	0.03355	noncoding
XR_865133.2	0.42406	noncoding
NR_152204.1	0.02963	noncoding
NM_001364495.1	0.66532	coding
XM_030246240.1	0.98851	coding
XR_381251.3	0.06114	noncoding
XR_001783332.2	0.01527	noncoding
XR_003954548.1	0.04852	noncoding
XR_868662.2	0.25456	noncoding
XM_017313116.2	0.91758	coding
NR_164357.1	0.01889	noncoding
XR_879224.1	0.04159	noncoding
XR_872500.1	0.01695	noncoding
XR_872972.1	0.22878	noncoding
XR_875018.1	0.02288	noncoding
XR_391373.3	0.03032	noncoding
XR_389851.3	0.14236	noncoding
XR_880103.2	0.00542	noncoding
XR_003950176.1	0.01321	noncoding
XR_003947969.1	0.99766	coding
XR_379747.3	0.06435	noncoding
NR_166883.1	0.03082	noncoding
NR_037995.1	0.20584	noncoding
NR_040558.1	0.02093	noncoding
XR_865571.1	0.01346	noncoding
XR_377356.2	0.01346	noncoding
XR_870130.2	0.42072	noncoding
NR_153437.1	0.94729	coding
XR_003950117.1	0.23934	noncoding
XR_003950523.1	0.00787	noncoding
XR_003951117.1	0.10554	noncoding
XR_877865.3	0.04195	noncoding
XR_001784891.2	0.01195	noncoding
XM_030242968.1	0.99285	coding
XR_871048.2	0.68461	coding
NR_027892.1	0.75204	coding
XR_866090.1	0.01150	noncoding
XR_382810.3	0.04933	noncoding
XR_001782005.1	0.01380	noncoding
NR_160686.1	0.24428	noncoding
XR_385855.4	0.15444	noncoding
XR_386146.3	0.01775	noncoding
XR_003946634.1	0.05429	noncoding
XR_003946861.1	0.09528	noncoding
NR_166671.1	0.23699	noncoding
NR_167768.1	0.02187	noncoding
NM_009750.2	0.99034	coding
XR_389792.2	0.00820	noncoding
XR_870663.1	0.04686	noncoding
NM_027196.4	0.86456	coding
XR_375914.3	0.16569	noncoding
XR_001784903.1	0.02676	noncoding
NR_145522.1	0.11429	noncoding
NM_018819.5	0.97429	coding
XR_382911.2	0.12385	noncoding
XR_877010.2	0.27404	noncoding
XR_001783307.2	0.01611	noncoding
NR_045167.1	0.02417	noncoding
NR_045908.1	0.23542	noncoding
NM_008574.4	0.83752	coding
XM_006496500.4	0.29235	noncoding
XR_003948740.1	0.02491	noncoding
XR_872124.3	0.02145	noncoding
XM_030246241.1	0.99040	coding
XR_869130.3	0.00518	noncoding
XR_387932.3	0.01037	noncoding
XR_871308.2	0.16486	noncoding
NR_040540.1	0.01932	noncoding
NR_110444.1	0.49289	noncoding
XR_389477.3	0.01720	noncoding
XM_011245130.3	0.93360	coding
XR_875516.3	0.06667	noncoding
XR_003955846.1	0.03924	noncoding
XR_003947521.1	0.02163	noncoding
XR_878950.3	0.02274	noncoding
XR_003953423.1	0.08430	noncoding
NM_027511.1	0.70130	coding
NM_020036.4	0.99793	coding
NR_037988.1	0.04638	noncoding
NR_040331.1	0.02374	noncoding
NR_040738.1	0.01440	noncoding
NR_045007.1	0.00525	noncoding
NR_102329.1	0.00980	noncoding
NM_001281854.1	0.99562	coding
XR_868113.1	0.36448	noncoding
NR_136933.1	0.95661	coding
XR_383312.3	0.02399	noncoding
NR_152451.1	0.29898	noncoding
XR_003949638.1	0.24634	noncoding
XR_389006.2	0.30079	noncoding
XR_873262.2	0.10948	noncoding
XM_011249582.2	0.61020	coding
XR_003948150.1	0.03249	noncoding
XR_386908.4	0.01678	noncoding
NM_001379517.1	0.33474	noncoding
NR_167711.1	0.03110	noncoding
NR_045093.1	0.79313	coding
NR_110510.1	0.01444	noncoding
XR_376899.2	0.02873	noncoding
XR_876768.1	0.02811	noncoding
XR_882521.1	0.02811	noncoding
XM_017319381.1	0.94168	coding
NM_001361501.1	0.99029	coding
XR_879984.2	0.01734	noncoding
XM_006524847.3	0.91672	coding
XR_003954466.1	0.40911	noncoding
XR_390469.4	0.00856	noncoding
XR_003955812.1	0.01778	noncoding
XM_006508133.4	0.99291	coding
XM_030251301.1	0.99324	coding
XR_882466.2	0.01734	noncoding
XR_001783819.2	0.40911	noncoding
NM_025427.2	0.99963	coding
XR_382677.1	0.02597	noncoding
XR_879910.1	0.02559	noncoding
XR_869205.2	0.00750	noncoding
NM_001360250.1	0.54185	coding
XR_003953782.1	0.03773	noncoding
XR_866875.3	0.01547	noncoding
XR_375290.3	0.01513	noncoding
XR_001784395.2	0.02838	noncoding
XM_030242725.1	0.50180	coding
XR_882890.2	0.31679	noncoding
NM_001163526.2	0.06038	noncoding
XR_873300.1	0.00664	noncoding
NM_001310770.1	0.99639	coding
XR_001780925.1	0.05037	noncoding
XM_011245390.3	0.97426	coding
XR_386569.3	0.02258	noncoding
XR_003954137.1	0.04244	noncoding
XR_881443.2	0.12612	noncoding
XR_001785210.2	0.02611	noncoding
XR_870015.2	0.03679	noncoding
XR_882425.2	0.12612	noncoding
NM_007843.3	0.06922	noncoding
XR_001779375.1	0.02232	noncoding
XR_001778331.1	0.82976	coding
XR_001778617.1	0.04721	noncoding
NR_152450.1	0.40042	noncoding
XR_865332.2	0.04213	noncoding
XR_872666.3	0.04969	noncoding
XR_003950187.1	0.08477	noncoding
XR_876716.2	0.30175	noncoding
XR_865947.2	0.01161	noncoding
XR_374895.4	0.10804	noncoding
XR_870470.2	0.02427	noncoding
XR_001778591.2	0.03229	noncoding
XR_003948216.1	0.07113	noncoding
XR_386890.4	0.02182	noncoding
XR_387096.4	0.54378	coding
NR_033301.1	0.07387	noncoding
NR_045371.1	0.05407	noncoding
NR_045832.1	0.41800	noncoding
XR_877202.1	0.22239	noncoding
XR_001779645.1	0.06951	noncoding
XR_391375.3	0.02061	noncoding
NR_153389.1	0.89128	coding
XM_017315088.2	0.50542	coding
XR_385041.4	0.09118	noncoding
XR_003955861.1	0.01165	noncoding
XR_878722.1	0.01733	noncoding
NM_001369202.1	0.83540	coding
XM_030249914.1	0.61248	coding
XM_030242808.1	0.87423	coding
XM_011242790.2	0.97341	coding
NM_025539.2	0.99496	coding
NR_040635.1	0.02013	noncoding
NR_077230.1	0.03013	noncoding
XR_867675.1	0.30769	noncoding
XR_868466.1	0.18168	noncoding
XM_017319382.1	0.92432	coding
NR_151513.1	0.21494	noncoding
XR_003947777.1	0.07637	noncoding
XR_865564.2	0.05099	noncoding
XR_385473.3	0.20968	noncoding
XR_867013.3	0.06521	noncoding
XR_880520.3	0.04296	noncoding
XR_003947463.1	0.18408	noncoding
XR_001778668.2	0.04099	noncoding
XM_006528668.4	0.98774	coding
NR_040284.1	0.29757	noncoding
XR_387292.2	0.00758	noncoding
XR_380747.2	0.07831	noncoding
XR_876650.1	0.02454	noncoding
XR_001782143.1	0.01675	noncoding
XR_003948880.1	0.01736	noncoding
XR_001780362.2	0.40638	noncoding
XR_383368.2	0.59041	coding
XM_030251060.1	0.99069	coding
XR_001783964.2	0.03808	noncoding
XR_879227.2	0.01779	noncoding
NR_045050.1	0.04314	noncoding
NR_045713.1	0.04374	noncoding
XM_011250083.1	0.97077	coding
XR_001780245.1	0.40320	noncoding
XR_001782266.1	0.21564	noncoding
NR_027699.2	0.83914	coding
XR_865821.3	0.83698	coding
XM_006501983.2	0.91212	coding
XR_003946632.1	0.23642	noncoding
XR_869802.2	0.17152	noncoding
XR_376548.1	0.05309	noncoding
XR_881098.1	0.03580	noncoding
XR_388026.2	0.07477	noncoding
XR_380741.2	0.48675	noncoding
NM_001305449.1	0.92327	coding
XR_001780631.1	0.03711	noncoding
XR_001782539.1	0.70230	coding
XR_375125.3	0.27103	noncoding
XR_866052.2	0.07098	noncoding
XR_003955135.1	0.54815	coding
NR_040404.1	0.03165	noncoding
XR_878577.1	0.04349	noncoding
XR_866574.1	0.07781	noncoding
XR_872756.1	0.06145	noncoding
NM_001358213.1	0.98946	coding
XR_873806.2	0.17255	noncoding
XM_006535261.4	0.65022	coding
XR_003956523.1	0.03262	noncoding
NR_045911.1	0.45734	noncoding
XR_378710.2	0.02374	noncoding
XR_001781893.1	0.14388	noncoding
XR_001780364.2	0.00678	noncoding
XR_873247.3	0.06741	noncoding
XR_003952372.1	0.04640	noncoding
XM_011247024.2	0.98662	coding
XM_030250901.1	0.99629	coding
XR_003956531.1	0.18794	noncoding
XR_881934.3	0.42113	noncoding
XR_385112.4	0.09839	noncoding
XR_003953649.1	0.04640	noncoding
NR_166723.1	0.10631	noncoding
NM_026122.4	0.99473	coding
XR_383580.1	0.03634	noncoding
XR_865466.1	0.03117	noncoding
XR_879106.1	0.02165	noncoding
NR_131070.1	0.00786	noncoding
XR_874468.2	0.08724	noncoding
XR_875441.2	0.06419	noncoding
XR_867910.2	0.01331	noncoding
NR_153806.1	0.85872	coding
XR_003949715.1	0.18737	noncoding
XR_001782433.2	0.01501	noncoding
XR_881829.3	0.03158	noncoding
XR_003946631.1	0.19296	noncoding
NM_001204253.1	0.29130	noncoding
NR_045172.1	0.30806	noncoding
NR_045508.1	0.01370	noncoding
NM_001310438.1	0.98450	coding
XR_001784779.1	0.05264	noncoding
XR_865566.2	0.43728	noncoding
XR_380475.3	0.02639	noncoding
XR_873150.3	0.04678	noncoding
XR_384160.3	0.01526	noncoding
XR_875427.3	0.01545	noncoding
XR_384196.4	0.06443	noncoding
XR_001782431.2	0.86571	coding
XR_386061.3	0.02273	noncoding
XR_869129.3	0.00490	noncoding
XR_003946739.1	0.20082	noncoding
NR_033636.1	0.01745	noncoding
NM_001190461.1	0.58912	coding
NR_040405.1	0.03073	noncoding
XR_375844.1	0.01141	noncoding
XR_391030.1	0.03352	noncoding
XR_390579.2	0.10005	noncoding
XR_868271.1	0.01242	noncoding
XR_868632.1	0.85060	coding
XR_380661.2	0.07924	noncoding
XR_876223.1	0.05921	noncoding
XR_876381.2	0.24435	noncoding
NM_001360858.1	0.94643	coding
XR_388949.3	0.07205	noncoding
XR_003950125.1	0.02923	noncoding
XR_003950706.1	0.02335	noncoding
XR_866558.3	0.04172	noncoding
XR_003956532.1	0.01077	noncoding
NR_165292.1	0.06612	noncoding
NR_102311.1	0.00971	noncoding
XR_389419.1	0.32352	noncoding
XR_865725.1	0.06756	noncoding
XR_003948128.1	0.10516	noncoding
XR_373791.3	0.01054	noncoding
XR_003949835.1	0.02729	noncoding
XR_001780166.2	0.01973	noncoding
XR_003951230.1	0.12614	noncoding
XM_030249421.1	0.99677	coding
XR_867014.3	0.06178	noncoding
XM_030253697.1	0.97733	coding
XM_011242792.2	0.97073	coding
NR_166652.1	0.49065	noncoding
